KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T001083001,T001083002,T001083003,T001083004,T001083005,T001083006,T001083007,T001083008
05201009004,4,秋田市,楢山共和町,0,,,175,58,65,27,21,3,374,2.13714
05201009005,4,秋田市,楢山金照町,0,,,62,23,21,13,4,1,125,2.01613
05201009006,4,秋田市,楢山佐竹町,0,,,70,27,17,16,8,2,151,2.15714
05201009007,4,秋田市,楢山城南町,0,,,166,38,63,33,20,6,410,2.46988
05201009008,4,秋田市,楢山登町,0,,,705,346,196,98,50,13,1311,1.85957
05201009009,4,秋田市,楢山本町,0,,,431,165,132,60,59,12,924,2.14385
05201009010,4,秋田市,楢山南中町,0,,,584,233,184,97,47,21,1197,2.04966
05201009011,4,秋田市,楢山石塚町,0,,,341,103,146,57,26,6,719,2.10850
05201009012,4,秋田市,楢山川口境,0,,,311,90,113,62,32,11,703,2.26045
05201009013,4,秋田市,楢山愛宕下,0,,,226,76,69,47,28,2,505,2.23451
05201009014,4,秋田市,楢山城南新町,0,,,356,91,122,83,50,9,836,2.34831
052010100,3,秋田市,旭南,0,,,1298,646,377,148,100,15,2394,1.84438
05201010001,4,秋田市,旭南一丁目,0,,,542,291,164,53,28,3,923,1.70295
05201010002,4,秋田市,旭南二丁目,0,,,403,221,99,43,28,7,726,1.80149
05201010003,4,秋田市,旭南三丁目,0,,,353,134,114,52,44,5,745,2.11048
052010110,3,秋田市,川元,0,,,1123,568,285,152,82,24,2118,1.88602
05201011001,4,秋田市,川元小川町,0,,,243,97,68,47,18,9,518,2.13169
05201011002,4,秋田市,川元開和町,0,,,311,149,82,46,24,6,601,1.93248
05201011003,4,秋田市,川元松丘町,0,,,69,25,24,11,7,2,144,2.08696
05201011004,4,秋田市,川元むつみ町,0,,,257,148,60,28,16,3,443,1.72374
05201011005,4,秋田市,川元山下町,0,,,243,149,51,20,17,4,412,1.69547
052010120,3,秋田市,川尻,0,,,2130,875,572,367,244,56,4474,2.10047
05201012001,4,秋田市,川尻上野町,0,,,550,192,179,105,51,17,1190,2.16364
05201012002,4,秋田市,川尻新川町,0,,,210,91,55,37,19,7,429,2.04286
05201012003,4,秋田市,川尻総社町,0,,,310,112,90,67,31,7,670,2.16129
05201012004,4,秋田市,川尻みよし町,0,,,360,122,99,79,48,10,811,2.25278
05201012005,4,秋田市,川尻若葉町,0,,,222,103,59,23,32,4,444,2.00000
05201012006,4,秋田市,川尻大川町,0,,,239,134,42,29,27,5,451,1.88703
05201012007,4,秋田市,川尻御休町,0,,,239,121,48,27,36,6,479,2.00418
052010130,3,秋田市,茨島,0,,,2132,780,729,370,187,51,4448,2.08630
05201013001,4,秋田市,茨島一丁目,0,,,9,-,5,1,2,1,26,2.88889
05201013002,4,秋田市,茨島二丁目,0,,,542,214,180,89,44,11,1096,2.02214
05201013003,4,秋田市,茨島三丁目,0,,,-,-,-,-,-,-,-,-
05201013004,4,秋田市,茨島四丁目,0,,,557,204,196,89,51,15,1155,2.07361
05201013005,4,秋田市,茨島五丁目,2,013006,,X,X,X,X,X,X,X,X
05201013006,4,秋田市,茨島六丁目,1,,013005,683,256,226,125,60,9,1414,2.07028
05201013007,4,秋田市,茨島七丁目,0,,,341,106,122,66,30,15,757,2.21994
052010140,3,秋田市,山王,0,,,3166,1694,734,384,285,53,5821,1.83860
05201014001,4,秋田市,山王一丁目,0,,,201,139,39,17,5,1,293,1.45771
05201014002,4,秋田市,山王二丁目,0,,,305,165,87,32,17,4,523,1.71475
05201014003,4,秋田市,山王三丁目,0,,,303,161,68,34,37,3,562,1.85479
05201014004,4,秋田市,山王四丁目,0,,,21,9,8,4,-,-,37,1.76190
05201014005,4,秋田市,山王五丁目,0,,,316,193,62,33,22,6,534,1.68987
05201014006,4,秋田市,山王六丁目,0,,,370,170,98,51,38,6,744,2.01081
05201014007,4,秋田市,山王七丁目,0,,,186,101,52,17,13,3,323,1.73656
05201014008,4,秋田市,山王新町,0,,,258,140,57,31,27,3,470,1.82171
05201014009,4,秋田市,山王中園町,0,,,276,143,68,37,22,6,508,1.84058
05201014010,4,秋田市,山王中島町,0,,,479,258,101,53,46,13,921,1.92276
05201014011,4,秋田市,山王沼田町,0,,,358,149,83,64,54,8,763,2.13128
05201014012,4,秋田市,山王臨海町,0,,,93,66,11,11,4,-,143,1.53763
052010150,3,秋田市,牛島東,0,,,2365,752,762,463,280,79,5363,2.26765
05201015001,4,秋田市,牛島東一丁目,0,,,342,128,95,67,31,12,760,2.22222
05201015002,4,秋田市,牛島東二丁目,0,,,51,22,14,10,4,-,102,2.00000
05201015003,4,秋田市,牛島東三丁目,0,,,336,133,95,70,30,6,695,2.06845
05201015004,4,秋田市,牛島東四丁目,0,,,398,114,138,76,53,14,919,2.30905
05201015005,4,秋田市,牛島東五丁目,0,,,304,90,95,61,39,13,721,2.37171
05201015006,4,秋田市,牛島東六丁目,0,,,329,104,115,65,31,9,730,2.21884
05201015007,4,秋田市,牛島東七丁目,1,,030009,605,161,210,114,92,25,1436,2.37355
052010160,3,秋田市,牛島西,0,,,2115,616,746,439,250,40,4773,2.25674
05201016001,4,秋田市,牛島西一丁目,0,,,346,117,108,65,46,5,769,2.22254
05201016002,4,秋田市,牛島西二丁目,0,,,861,263,320,178,82,13,1861,2.16144
05201016003,4,秋田市,牛島西三丁目,0,,,494,141,174,95,70,11,1127,2.28138
05201016004,4,秋田市,牛島西四丁目,0,,,414,95,144,101,52,11,1016,2.45411
052010170,3,秋田市,手形山,0,,,909,332,351,140,58,17,1837,2.02090
05201017001,4,秋田市,手形山西町,0,,,402,176,149,50,19,5,743,1.84826
05201017002,4,秋田市,手形山南町,0,,,131,31,56,25,15,3,299,2.28244
05201017003,4,秋田市,手形山中町,0,,,170,74,49,27,11,6,345,2.02941
05201017004,4,秋田市,手形山北町,0,,,103,23,49,18,10,1,232,2.25243
05201017005,4,秋田市,手形山東町,0,,,103,28,48,20,3,2,218,2.11650
052010180,3,秋田市,泉,0,,,1234,398,406,253,129,33,2743,2.22285
05201018001,4,秋田市,泉東町,0,,,139,59,35,22,13,7,302,2.17266
05201018002,4,秋田市,泉馬場,0,,,326,97,105,70,43,6,750,2.30061
05201018003,4,秋田市,泉三嶽根,0,,,167,62,61,29,12,2,335,2.00599
05201018004,4,秋田市,泉一ノ坪,0,,,340,115,115,71,29,7,727,2.13824
05201018005,4,秋田市,泉釜ノ町,0,,,262,65,90,61,32,11,629,2.40076
052010190,3,秋田市,旭川,0,,,1005,266,388,185,111,41,2334,2.32239
05201019001,4,秋田市,旭川清澄町,0,,,186,36,75,37,23,13,466,2.50538
05201019002,4,秋田市,旭川新藤田東町,0,,,334,98,122,61,43,7,750,2.24551
05201019003,4,秋田市,旭川新藤田西町,0,,,194,44,71,41,23,11,483,2.48969
05201019004,4,秋田市,旭川南町,0,,,291,88,120,46,22,10,635,2.18213
052010201,3,秋田市,東通,0,,,1776,955,463,191,118,38,3187,1.79448
05201020101,4,秋田市,東通一丁目,0,,,412,233,104,38,25,10,720,1.74757
05201020102,4,秋田市,東通二丁目,0,,,228,133,53,22,15,3,392,1.71930
05201020103,4,秋田市,東通三丁目,0,,,222,132,48,21,16,4,381,1.71622
05201020104,4,秋田市,東通四丁目,0,,,80,37,22,7,9,4,164,2.05000
05201020105,4,秋田市,東通五丁目,0,,,257,136,66,25,19,9,476,1.85214
05201020106,4,秋田市,東通六丁目,0,,,311,155,85,47,18,4,571,1.83601
05201020107,4,秋田市,東通七丁目,0,,,131,72,35,12,8,4,230,1.75573
05201020108,4,秋田市,東通八丁目,0,,,135,57,50,19,8,-,253,1.87407
052010202,3,秋田市,東通,0,,,1428,721,352,220,98,29,2675,1.87325
05201020201,4,秋田市,東通仲町,0,,,562,379,102,52,22,6,864,1.53737
05201020202,4,秋田市,東通観音前,0,,,333,160,73,57,27,13,670,2.01201
05201020203,4,秋田市,東通館ノ越,0,,,312,107,95,70,30,7,682,2.18590
05201020204,4,秋田市,東通明田,0,,,221,75,82,41,19,3,459,2.07692
052010210,3,秋田市,横森,0,,,1810,701,555,294,186,50,3840,2.12155
05201021001,4,秋田市,横森一丁目,0,,,335,122,112,60,31,8,702,2.09552
05201021002,4,秋田市,横森二丁目,0,,,349,108,120,66,41,10,786,2.25215
05201021003,4,秋田市,横森三丁目,0,,,333,136,91,50,40,11,715,2.14715
05201021004,4,秋田市,横森四丁目,0,,,338,125,101,53,38,13,755,2.23373
05201021005,4,秋田市,横森五丁目,0,,,455,210,131,65,36,8,882,1.93846
052010220,3,秋田市,桜,0,,,1481,534,496,242,156,35,3164,2.13639
05201022001,4,秋田市,桜一丁目,0,,,415,164,139,60,39,10,846,2.03855
05201022002,4,秋田市,桜二丁目,0,,,500,182,186,75,47,7,1021,2.04200
05201022003,4,秋田市,桜三丁目,0,,,232,104,43,44,27,10,506,2.18103
05201022004,4,秋田市,桜四丁目,0,,,334,84,128,63,43,8,791,2.36826
052010230,3,秋田市,桜ガ丘,0,,,884,144,344,197,147,42,2285,2.58484
05201023001,4,秋田市,桜ガ丘一丁目,0,,,217,29,92,48,32,10,572,2.63594
05201023002,4,秋田市,桜ガ丘二丁目,0,,,223,32,101,52,32,4,553,2.47982
05201023003,4,秋田市,桜ガ丘三丁目,0,,,163,25,83,32,16,7,386,2.36810
05201023004,4,秋田市,桜ガ丘四丁目,0,,,105,49,28,20,6,2,199,1.89524
05201023005,4,秋田市,桜ガ丘五丁目,0,,,176,9,40,45,61,19,575,3.26705
052010240,3,秋田市,大住,0,,,1258,437,442,226,126,20,2645,2.10254
05201024001,4,秋田市,大住一丁目,0,,,249,91,90,34,29,2,517,2.07631
05201024002,4,秋田市,大住二丁目,0,,,341,97,131,75,33,4,742,2.17595
05201024003,4,秋田市,大住三丁目,0,,,355,110,133,59,44,7,776,2.18592
05201024004,4,秋田市,大住四丁目,0,,,313,139,88,58,20,7,610,1.94888
052010250,3,秋田市,仁井田,0,,,4891,1460,1591,1019,600,161,11280,2.30628
05201025001,4,秋田市,仁井田福島一丁目,0,,,434,121,161,92,43,11,983,2.26498
05201025002,4,秋田市,仁井田福島二丁目,0,,,116,44,33,23,10,5,250,2.15517
05201025003,4,秋田市,仁井田二ツ屋一丁目,0,,,247,86,86,50,20,4,514,2.08097
05201025004,4,秋田市,仁井田二ツ屋二丁目,0,,,450,150,142,97,38,16,1000,2.22222
05201025005,4,秋田市,仁井田緑町,0,,,23,8,9,5,-,-,47,2.04348
05201025006,4,秋田市,仁井田潟中町,0,,,309,60,123,55,57,11,773,2.50162
05201025007,4,秋田市,仁井田蕗見町,0,,,177,57,56,34,24,3,402,2.27119
05201025008,4,秋田市,仁井田栄町,0,,,281,84,83,53,53,7,662,2.35587
05201025009,4,秋田市,仁井田小中島,0,,,96,27,24,24,16,5,236,2.45833
05201025010,4,秋田市,仁井田新田一丁目,0,,,378,120,110,80,57,8,868,2.29630
05201025011,4,秋田市,仁井田新田二丁目,0,,,267,55,105,65,22,17,652,2.44195
05201025012,4,秋田市,仁井田新田三丁目,0,,,231,87,66,40,25,9,509,2.20346
05201025013,4,秋田市,仁井田本町一丁目,0,,,347,114,93,62,56,12,831,2.39481
05201025014,4,秋田市,仁井田本町二丁目,0,,,246,59,80,53,42,8,611,2.48374
05201025015,4,秋田市,仁井田本町三丁目,0,,,308,74,104,70,40,14,758,2.46104
05201025016,4,秋田市,仁井田本町四丁目,0,,,286,107,78,56,29,12,634,2.21678
05201025017,4,秋田市,仁井田本町五丁目,0,,,131,32,48,32,13,6,306,2.33588
05201025018,4,秋田市,仁井田本町六丁目,0,,,209,61,68,48,26,5,477,2.28230
05201025019,4,秋田市,仁井田目長田一丁目,0,,,236,69,85,57,19,4,519,2.19915
05201025020,4,秋田市,仁井田目長田二丁目,0,,,66,20,21,13,8,4,153,2.31818
05201025021,4,秋田市,仁井田目長田三丁目,0,,,53,25,16,10,2,-,95,1.79245
052010260,3,秋田市,御野場,0,,,2627,485,1088,607,314,102,6441,2.45185
05201026001,4,秋田市,御野場一丁目,0,,,100,32,31,16,15,4,234,2.34000
05201026002,4,秋田市,御野場二丁目,0,,,173,32,77,39,18,5,412,2.38150
05201026003,4,秋田市,御野場三丁目,0,,,128,17,56,32,18,3,324,2.53125
05201026004,4,秋田市,御野場四丁目,0,,,157,20,63,43,20,8,413,2.63057
05201026005,4,秋田市,御野場五丁目,0,,,249,35,126,48,26,12,607,2.43775
05201026006,4,秋田市,御野場六丁目,0,,,196,35,89,37,24,11,475,2.42347
05201026007,4,秋田市,御野場七丁目,0,,,344,126,119,54,34,9,719,2.09012
05201026008,4,秋田市,御野場八丁目,0,,,103,17,38,25,17,5,268,2.60194
05201026009,4,秋田市,御野場新町一丁目,0,,,365,52,150,101,47,10,924,2.53151
05201026010,4,秋田市,御野場新町二丁目,0,,,288,38,121,78,33,15,739,2.56597
05201026011,4,秋田市,御野場新町三丁目,0,,,172,23,68,48,22,7,454,2.63953
05201026012,4,秋田市,御野場新町四丁目,0,,,150,29,65,30,18,5,365,2.43333
05201026013,4,秋田市,御野場新町五丁目,0,,,202,29,85,56,22,8,507,2.50990
052010270,3,秋田市,御所野,0,,,3132,743,966,698,521,170,7913,2.52650
05201027001,4,秋田市,御所野下堤一丁目,1,,027002;027008,214,56,85,36,23,12,498,2.32710
05201027002,4,秋田市,御所野下堤三丁目,2,027001,,X,X,X,X,X,X,X,X
05201027003,4,秋田市,御所野地蔵田一丁目,0,,,-,-,-,-,-,-,-,-
05201027004,4,秋田市,御所野元町一丁目,0,,,79,32,25,10,7,4,167,2.11392
05201027005,4,秋田市,御所野元町五丁目,0,,,122,17,45,35,20,4,318,2.60656
05201027006,4,秋田市,御所野湯本一丁目,0,,,-,-,-,-,-,-,-,-
05201027007,4,秋田市,御所野湯本二丁目,0,,,-,-,-,-,-,-,-,-
05201027008,4,秋田市,御所野下堤二丁目,2,027001,,X,X,X,X,X,X,X,X
05201027009,4,秋田市,御所野地蔵田二丁目,0,,,257,38,112,60,29,14,652,2.53696
05201027010,4,秋田市,御所野地蔵田三丁目,0,,,-,-,-,-,-,-,-,-
05201027011,4,秋田市,御所野地蔵田四丁目,0,,,354,37,112,96,82,20,1021,2.88418
05201027012,4,秋田市,御所野元町二丁目,0,,,135,23,50,36,19,6,343,2.54074
05201027013,4,秋田市,御所野元町四丁目,0,,,503,245,115,65,55,18,1010,2.00795
05201027014,4,秋田市,御所野元町六丁目,0,,,216,40,73,64,29,8,548,2.53704
05201027015,4,秋田市,御所野元町七丁目,1,,027017,250,52,91,66,29,12,608,2.43200
05201027016,4,秋田市,御所野湯本三丁目,0,,,-,-,-,-,-,-,-,-
05201027017,4,秋田市,御所野湯本四丁目,2,027015,,X,X,X,X,X,X,X,X
05201027018,4,秋田市,御所野湯本五丁目,0,,,-,-,-,-,-,-,-,-
05201027019,4,秋田市,御所野湯本六丁目,0,,,-,-,-,-,-,-,-,-
05201027020,4,秋田市,御所野元町三丁目,0,,,217,43,82,58,23,8,531,2.44700
05201027021,4,秋田市,御所野下堤四丁目,0,,,-,-,-,-,-,-,-,-
05201027022,4,秋田市,御所野下堤五丁目,0,,,5,-,5,-,-,-,10,2.00000
05201027023,4,秋田市,御所野地蔵田五丁目,0,,,320,24,68,81,106,37,1036,3.23750
05201027024,4,秋田市,御所野堤台二丁目,0,,,355,104,85,69,73,20,898,2.52958
05201027025,4,秋田市,御所野堤台一丁目,0,,,105,32,18,22,26,7,273,2.60000
05201027026,4,秋田市,御所野堤台三丁目,0,,,-,-,-,-,-,-,-,-
052010280,3,秋田市,八橋,0,,,4554,1898,1404,718,418,90,9149,2.00900
05201028001,4,秋田市,八橋運動公園,0,,,-,-,-,-,-,-,-,-
05201028002,4,秋田市,八橋本町一丁目,0,,,81,43,20,9,5,4,150,1.85185
05201028003,4,秋田市,八橋本町二丁目,0,,,186,70,67,30,10,8,380,2.04301
05201028004,4,秋田市,八橋本町三丁目,0,,,475,242,123,66,37,6,870,1.83158
05201028005,4,秋田市,八橋本町四丁目,0,,,402,193,122,49,31,6,745,1.85323
05201028006,4,秋田市,八橋本町五丁目,0,,,174,73,57,30,12,-,338,1.94253
05201028007,4,秋田市,八橋新川向,0,,,181,84,51,27,14,4,349,1.92818
05201028008,4,秋田市,八橋三和町,0,,,417,171,127,68,40,7,848,2.03357
05201028009,4,秋田市,八橋田五郎一丁目,0,,,279,107,94,48,29,1,560,2.00717
05201028010,4,秋田市,八橋田五郎二丁目,0,,,163,64,56,26,14,1,327,2.00613
05201028011,4,秋田市,八橋鯲沼町,0,,,237,84,69,50,28,6,514,2.16878
05201028012,4,秋田市,八橋大沼町,0,,,333,146,86,47,37,11,699,2.09910
05201028013,4,秋田市,八橋大畑一丁目,0,,,159,58,41,27,28,5,358,2.25157
05201028014,4,秋田市,八橋大畑二丁目,0,,,443,171,152,70,35,12,906,2.04515
05201028015,4,秋田市,八橋イサノ一丁目,0,,,258,87,73,60,33,4,571,2.21318
05201028016,4,秋田市,八橋イサノ二丁目,0,,,279,95,110,39,25,8,586,2.10036
05201028017,4,秋田市,八橋南一丁目,0,,,173,104,38,17,11,2,293,1.69364
05201028018,4,秋田市,八橋南二丁目,0,,,70,24,31,10,4,1,137,1.95714
05201028019,4,秋田市,八橋本町六丁目,0,,,144,66,49,21,8,-,259,1.79861
05201028020,4,秋田市,八橋大道東,0,,,100,16,38,24,17,4,259,2.59000
052010300,3,秋田市,楢山,0,,,308,101,109,49,35,10,682,2.21429
05201030002,4,秋田市,楢山字太田沢,0,,,-,-,-,-,-,-,-,-
05201030003,4,秋田市,楢山字寺小路,0,,,19,4,10,2,2,1,43,2.26316
05201030004,4,秋田市,楢山古川新町,0,,,98,22,35,27,9,3,238,2.42857
05201030005,4,秋田市,楢山南新町上丁,0,,,62,19,23,9,7,3,141,2.27419
05201030006,4,秋田市,楢山南新町下丁,0,,,129,56,41,11,17,3,260,2.01550
05201030009,4,秋田市,楢山字石塚谷地,2,015007,,X,X,X,X,X,X,X,X
052010310,2,秋田市,川尻町,0,,,-,-,-,-,-,-,-,-
052010320,2,秋田市,牛島,0,,,-,-,-,-,-,-,-,-
052010330,3,秋田市,卸町,0,,,418,212,110,60,29,5,766,1.83254
05201033001,4,秋田市,卸町一丁目,0,,,92,62,18,10,2,-,136,1.47826
05201033002,4,秋田市,卸町二丁目,0,,,29,25,2,-,-,2,39,1.34483
05201033003,4,秋田市,卸町三丁目,0,,,-,-,-,-,-,-,-,-
05201033004,4,秋田市,卸町四丁目,0,,,102,53,26,14,6,2,187,1.83333
05201033005,4,秋田市,卸町五丁目,0,,,195,72,64,36,21,1,404,2.07179
052010340,3,秋田市,八橋,0,,,20,15,5,-,-,-,25,1.25000
05201034001,4,秋田市,八橋字イサノ,0,,,20,15,5,-,-,-,25,1.25000
05201034003,4,秋田市,八橋字下八橋,0,,,-,-,-,-,-,-,-,-
052010350,3,秋田市,泉,0,,,146,98,22,15,7,2,237,1.62329
05201035007,4,秋田市,泉字五庵山,0,,,9,1,2,1,4,-,30,3.33333
05201035013,4,秋田市,泉字登木,0,,,137,97,20,14,3,2,207,1.51095
05201035014,4,秋田市,泉字三嶽根,0,,,-,-,-,-,-,-,-,-
052010360,3,秋田市,手形,0,,,3200,1805,739,378,216,50,5606,1.75188
05201036001,4,秋田市,手形字扇田,0,,,250,160,43,27,17,3,410,1.64000
05201036002,4,秋田市,手形字大沢,0,,,201,123,43,18,12,3,338,1.68159
05201036003,4,秋田市,手形字大松沢,0,,,259,193,43,13,8,2,360,1.38996
05201036004,4,秋田市,手形字才ノ浜,0,,,157,56,56,23,19,2,329,2.09554
05201036005,4,秋田市,手形字十七流,0,,,525,246,144,76,45,10,1016,1.93524
05201036006,4,秋田市,手形字中台,0,,,138,31,52,36,15,3,324,2.34783
05201036007,4,秋田市,手形字中谷地,0,,,254,164,51,27,12,-,395,1.55512
05201036008,4,秋田市,手形字西谷地,0,,,640,370,147,66,43,12,1107,1.72969
05201036009,4,秋田市,手形字蛇野,0,,,181,122,31,18,8,1,282,1.55801
05201036010,4,秋田市,手形字山崎,0,,,595,340,129,74,37,14,1045,1.75630
052010370,3,秋田市,新藤田,0,,,460,122,179,90,48,16,1052,2.28696
05201037001,4,秋田市,新藤田字大所,0,,,29,6,10,9,4,-,69,2.37931
05201037002,4,秋田市,新藤田字治郎沢,0,,,86,22,38,16,10,-,186,2.16279
05201037003,4,秋田市,新藤田字高梨台,0,,,247,70,91,42,26,14,576,2.33198
05201037004,4,秋田市,新藤田字中山台,0,,,98,24,40,23,8,2,221,2.25510
052010380,3,秋田市,濁川,0,,,765,201,301,136,87,30,1772,2.31634
05201038001,4,秋田市,濁川字家ノ前,0,,,148,30,55,28,24,6,382,2.58108
05201038002,4,秋田市,濁川字井戸尻,0,,,28,7,12,3,4,2,66,2.35714
05201038003,4,秋田市,濁川字後田,0,,,152,39,65,27,16,4,340,2.23684
05201038004,4,秋田市,濁川字蟹子沢,0,,,33,13,15,3,2,-,60,1.81818
05201038005,4,秋田市,濁川字鎌ノ沢,0,,,15,4,5,3,2,1,36,2.40000
05201038006,4,秋田市,濁川字草刈場,0,,,42,17,14,5,5,1,85,2.02381
05201038007,4,秋田市,濁川字口ノ田,0,,,14,12,-,1,1,-,19,1.35714
05201038008,4,秋田市,濁川字菅場,0,,,57,7,25,15,4,5,150,2.63158
05201038009,4,秋田市,濁川字堀尾田,0,,,204,55,83,34,21,9,464,2.27451
05201038010,4,秋田市,濁川字三升作,0,,,72,17,27,17,8,2,170,2.36111
05201038011,4,秋田市,濁川字森ノ越,0,,,-,-,-,-,-,-,-,-
052010390,3,秋田市,添川,0,,,758,174,258,174,105,33,1886,2.48813
05201039001,4,秋田市,添川字飛鳥田,1,,039002,18,3,9,5,1,-,40,2.22222
05201039002,4,秋田市,添川字太田,2,039001,,X,X,X,X,X,X,X,X
05201039003,4,秋田市,添川字境内川原,0,,,272,79,92,57,28,11,634,2.33088
05201039004,4,秋田市,添川字添川,0,,,51,14,15,16,4,2,118,2.31373
05201039005,4,秋田市,添川字地ノ内,0,,,355,58,117,87,69,17,956,2.69296
05201039006,4,秋田市,添川字鶴木台,0,,,6,4,2,-,-,-,8,1.33333
05201039007,4,秋田市,添川字長田,0,,,8,2,3,1,1,1,20,2.50000
05201039008,4,秋田市,添川字湯沢,1,,039009,26,4,11,5,2,2,73,2.80769
05201039009,4,秋田市,添川字湯沢台,2,039008,,X,X,X,X,X,X,X,X
05201039010,4,秋田市,添川字蓬田,0,,,22,10,9,3,-,-,37,1.68182
05201039011,4,秋田市,添川字東台沢,0,,,-,-,-,-,-,-,-,-
05201039012,4,秋田市,添川字古城廻,0,,,-,-,-,-,-,-,-,-
