KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T001084001,T001084002,T001084003,T001084004,T001084005,T001084006,T001084007,T001084008,T001084009
05201009007,4,秋田市,楢山城南町,0,,,166,125,108,35,41,17,18,39,86
05201009008,4,秋田市,楢山登町,0,,,705,353,320,128,118,33,40,97,294
05201009009,4,秋田市,楢山本町,0,,,431,262,244,88,107,18,35,85,179
05201009010,4,秋田市,楢山南中町,0,,,584,346,319,130,128,27,37,103,299
05201009011,4,秋田市,楢山石塚町,0,,,341,234,209,109,53,25,14,41,179
05201009012,4,秋田市,楢山川口境,0,,,311,217,196,78,79,21,19,61,154
05201009013,4,秋田市,楢山愛宕下,0,,,226,148,128,51,55,20,17,40,127
05201009014,4,秋田市,楢山城南新町,0,,,356,260,238,86,113,22,31,73,138
052010100,3,秋田市,旭南,0,,,1298,638,571,215,186,67,67,176,660
05201010001,4,秋田市,旭南一丁目,0,,,542,248,229,83,56,19,17,54,345
05201010002,4,秋田市,旭南二丁目,0,,,403,172,145,55,52,27,14,48,173
05201010003,4,秋田市,旭南三丁目,0,,,353,218,197,77,78,21,36,74,142
052010110,3,秋田市,川元,0,,,1123,547,482,188,192,65,78,173,425
05201011001,4,秋田市,川元小川町,0,,,243,146,128,38,49,18,27,58,93
05201011002,4,秋田市,川元開和町,0,,,311,159,146,57,64,13,24,45,114
05201011003,4,秋田市,川元松丘町,0,,,69,44,36,16,13,8,5,13,32
05201011004,4,秋田市,川元むつみ町,0,,,257,106,91,40,33,15,9,24,131
05201011005,4,秋田市,川元山下町,0,,,243,92,81,37,33,11,13,33,55
052010120,3,秋田市,川尻,0,,,2130,1234,1116,384,517,118,158,440,792
05201012001,4,秋田市,川尻上野町,0,,,550,352,326,97,128,26,41,125,225
05201012002,4,秋田市,川尻新川町,0,,,210,119,100,42,42,19,13,30,95
05201012003,4,秋田市,川尻総社町,0,,,310,197,174,66,80,23,18,52,163
05201012004,4,秋田市,川尻みよし町,0,,,360,234,206,70,100,28,27,82,151
05201012005,4,秋田市,川尻若葉町,0,,,222,115,108,42,55,7,16,47,62
05201012006,4,秋田市,川尻大川町,0,,,239,101,95,28,53,6,24,57,30
05201012007,4,秋田市,川尻御休町,0,,,239,116,107,39,59,9,19,47,66
052010130,3,秋田市,茨島,0,,,2132,1319,1181,513,462,138,122,286,1040
05201013001,4,秋田市,茨島一丁目,0,,,9,9,8,4,3,1,1,3,5
05201013002,4,秋田市,茨島二丁目,0,,,542,321,285,128,114,36,31,72,271
05201013003,4,秋田市,茨島三丁目,0,,,-,-,-,-,-,-,-,-,-
05201013004,4,秋田市,茨島四丁目,0,,,557,342,311,142,121,31,25,69,258
05201013005,4,秋田市,茨島五丁目,2,013006,,X,X,X,X,X,X,X,X,X
05201013006,4,秋田市,茨島六丁目,1,,013005,683,415,371,148,142,44,47,89,306
05201013007,4,秋田市,茨島七丁目,0,,,341,232,206,91,82,26,18,53,200
052010140,3,秋田市,山王,0,,,3166,1430,1348,509,624,82,254,583,712
05201014001,4,秋田市,山王一丁目,0,,,201,59,56,29,21,3,8,19,40
05201014002,4,秋田市,山王二丁目,0,,,305,135,129,51,46,6,14,33,108
05201014003,4,秋田市,山王三丁目,0,,,303,140,138,51,72,2,36,68,57
05201014004,4,秋田市,山王四丁目,0,,,21,11,10,4,3,1,1,4,6
05201014005,4,秋田市,山王五丁目,0,,,316,116,110,45,51,6,22,48,81
05201014006,4,秋田市,山王六丁目,0,,,370,196,179,71,83,17,38,83,87
05201014007,4,秋田市,山王七丁目,0,,,186,83,78,36,26,5,8,28,50
05201014008,4,秋田市,山王新町,0,,,258,115,109,39,53,6,22,45,72
05201014009,4,秋田市,山王中園町,0,,,276,127,121,42,50,6,17,49,63
05201014010,4,秋田市,山王中島町,0,,,479,216,197,68,94,19,44,94,86
05201014011,4,秋田市,山王沼田町,0,,,358,206,197,64,111,9,37,100,48
05201014012,4,秋田市,山王臨海町,0,,,93,26,24,9,14,2,7,12,14
052010150,3,秋田市,牛島東,0,,,2365,1594,1394,547,606,200,161,450,1204
05201015001,4,秋田市,牛島東一丁目,0,,,342,211,176,67,82,35,30,65,185
05201015002,4,秋田市,牛島東二丁目,0,,,51,29,22,9,8,7,-,3,31
05201015003,4,秋田市,牛島東三丁目,0,,,336,199,176,69,71,23,25,64,146
05201015004,4,秋田市,牛島東四丁目,0,,,398,282,250,90,108,32,31,80,204
05201015005,4,秋田市,牛島東五丁目,0,,,304,210,171,66,79,39,22,54,178
05201015006,4,秋田市,牛島東六丁目,0,,,329,224,199,91,80,25,23,55,192
05201015007,4,秋田市,牛島東七丁目,1,,030009,605,439,400,155,178,39,30,129,268
052010160,3,秋田市,牛島西,0,,,2115,1475,1324,493,533,151,155,399,980
05201016001,4,秋田市,牛島西一丁目,0,,,346,225,192,87,82,33,39,68,146
05201016002,4,秋田市,牛島西二丁目,0,,,861,590,542,181,187,48,45,141,432
05201016003,4,秋田市,牛島西三丁目,0,,,494,344,310,128,138,34,36,90,186
05201016004,4,秋田市,牛島西四丁目,0,,,414,316,280,97,126,36,35,100,216
052010170,3,秋田市,手形山,0,,,909,575,526,239,157,49,42,142,522
05201017001,4,秋田市,手形山西町,0,,,402,226,214,71,48,12,22,81,215
05201017002,4,秋田市,手形山南町,0,,,131,99,85,46,30,14,9,17,88
05201017003,4,秋田市,手形山中町,0,,,170,96,84,38,34,12,5,19,83
05201017004,4,秋田市,手形山北町,0,,,103,80,75,43,24,5,3,13,70
05201017005,4,秋田市,手形山東町,0,,,103,74,68,41,21,6,3,12,66
052010180,3,秋田市,泉,0,,,1234,831,729,295,310,102,83,233,638
05201018001,4,秋田市,泉東町,0,,,139,80,66,25,31,14,12,26,67
05201018002,4,秋田市,泉馬場,0,,,326,227,201,77,93,26,27,68,172
05201018003,4,秋田市,泉三嶽根,0,,,167,104,95,41,33,9,8,19,92
05201018004,4,秋田市,泉一ノ坪,0,,,340,224,201,83,78,23,21,62,164
05201018005,4,秋田市,泉釜ノ町,0,,,262,196,166,69,75,30,15,58,143
052010190,3,秋田市,旭川,0,,,1005,725,642,283,264,83,87,216,501
05201019001,4,秋田市,旭川清澄町,0,,,186,145,131,55,61,14,21,48,88
05201019002,4,秋田市,旭川新藤田東町,0,,,334,231,204,82,83,27,26,70,158
05201019003,4,秋田市,旭川新藤田西町,0,,,194,148,132,56,58,16,25,56,80
05201019004,4,秋田市,旭川南町,0,,,291,201,175,90,62,26,15,42,175
052010201,3,秋田市,東通,0,,,1776,799,734,330,277,65,85,237,559
05201020101,4,秋田市,東通一丁目,0,,,412,174,159,80,59,15,12,47,151
05201020102,4,秋田市,東通二丁目,0,,,228,91,85,38,37,6,6,26,66
05201020103,4,秋田市,東通三丁目,0,,,222,87,84,34,36,3,10,36,56
05201020104,4,秋田市,東通四丁目,0,,,80,43,41,19,17,2,8,14,24
05201020105,4,秋田市,東通五丁目,0,,,257,119,106,45,38,13,14,37,95
05201020106,4,秋田市,東通六丁目,0,,,311,152,136,57,47,16,11,35,118
05201020107,4,秋田市,東通七丁目,0,,,131,58,56,24,21,2,9,18,31
05201020108,4,秋田市,東通八丁目,0,,,135,75,67,33,22,8,15,24,18
052010202,3,秋田市,東通,0,,,1428,696,626,252,263,70,87,188,552
05201020201,4,秋田市,東通仲町,0,,,562,181,167,71,61,14,18,43,154
05201020202,4,秋田市,東通観音前,0,,,333,167,149,52,78,18,38,63,123
05201020203,4,秋田市,東通館ノ越,0,,,312,203,177,68,78,26,21,58,139
05201020204,4,秋田市,東通明田,0,,,221,145,133,61,46,12,10,24,136
052010210,3,秋田市,横森,0,,,1810,1088,966,411,406,122,105,295,914
05201021001,4,秋田市,横森一丁目,0,,,335,211,186,81,73,25,18,47,192
05201021002,4,秋田市,横森二丁目,0,,,349,235,205,93,88,30,20,55,190
05201021003,4,秋田市,横森三丁目,0,,,333,194,176,73,84,18,27,72,115
05201021004,4,秋田市,横森四丁目,0,,,338,208,185,67,82,23,19,63,159
05201021005,4,秋田市,横森五丁目,0,,,455,240,214,97,79,26,21,58,258
052010220,3,秋田市,桜,0,,,1481,936,840,397,330,96,92,260,692
05201022001,4,秋田市,桜一丁目,0,,,415,248,225,112,83,23,35,75,174
05201022002,4,秋田市,桜二丁目,0,,,500,313,277,143,92,36,18,62,266
05201022003,4,秋田市,桜三丁目,0,,,232,125,112,31,62,13,20,55,69
05201022004,4,秋田市,桜四丁目,0,,,334,250,226,111,93,24,19,68,183
052010230,3,秋田市,桜ガ丘,0,,,884,736,672,294,305,64,60,233,411
05201023001,4,秋田市,桜ガ丘一丁目,0,,,217,186,161,81,66,25,16,48,126
05201023002,4,秋田市,桜ガ丘二丁目,0,,,223,190,173,89,70,17,18,41,135
05201023003,4,秋田市,桜ガ丘三丁目,0,,,163,137,128,74,44,9,7,21,88
05201023004,4,秋田市,桜ガ丘四丁目,0,,,105,56,54,17,18,2,1,20,40
05201023005,4,秋田市,桜ガ丘五丁目,0,,,176,167,156,33,107,11,18,103,22
052010240,3,秋田市,大住,0,,,1258,811,751,298,269,60,76,240,588
05201024001,4,秋田市,大住一丁目,0,,,249,155,142,53,42,13,14,52,114
05201024002,4,秋田市,大住二丁目,0,,,341,242,226,91,77,16,19,66,191
05201024003,4,秋田市,大住三丁目,0,,,355,241,222,100,87,19,27,68,162
05201024004,4,秋田市,大住四丁目,0,,,313,173,161,54,63,12,16,54,121
052010250,3,秋田市,仁井田,0,,,4891,3379,3005,1153,1362,374,411,1069,2289
05201025001,4,秋田市,仁井田福島一丁目,0,,,434,312,268,123,103,44,31,79,259
05201025002,4,秋田市,仁井田福島二丁目,0,,,116,70,61,25,27,9,9,22,40
05201025003,4,秋田市,仁井田二ツ屋一丁目,0,,,247,160,144,60,54,16,10,41,127
05201025004,4,秋田市,仁井田二ツ屋二丁目,0,,,450,295,258,103,113,37,34,86,224
05201025005,4,秋田市,仁井田緑町,0,,,23,15,15,5,5,-,-,3,13
05201025006,4,秋田市,仁井田潟中町,0,,,309,243,223,92,103,20,32,89,129
05201025007,4,秋田市,仁井田蕗見町,0,,,177,117,101,39,43,16,14,41,83
05201025008,4,秋田市,仁井田栄町,0,,,281,197,177,59,89,20,16,68,131
05201025009,4,秋田市,仁井田小中島,0,,,96,69,61,16,37,8,22,30,48
05201025010,4,秋田市,仁井田新田一丁目,0,,,378,252,233,80,120,19,22,85,164
05201025011,4,秋田市,仁井田新田二丁目,0,,,267,208,187,79,83,21,24,64,148
05201025012,4,秋田市,仁井田新田三丁目,0,,,231,143,125,50,54,18,17,42,107
05201025013,4,秋田市,仁井田本町一丁目,0,,,347,229,197,67,100,32,39,92,158
05201025014,4,秋田市,仁井田本町二丁目,0,,,246,185,168,59,85,17,26,62,127
05201025015,4,秋田市,仁井田本町三丁目,0,,,308,231,202,65,97,29,31,68,149
05201025016,4,秋田市,仁井田本町四丁目,0,,,286,175,151,57,62,24,24,62,113
05201025017,4,秋田市,仁井田本町五丁目,0,,,131,96,90,34,41,6,14,24,63
05201025018,4,秋田市,仁井田本町六丁目,0,,,209,144,129,47,57,15,24,49,70
05201025019,4,秋田市,仁井田目長田一丁目,0,,,236,166,147,67,57,19,11,39,102
05201025020,4,秋田市,仁井田目長田二丁目,0,,,66,45,42,17,22,3,7,13,20
05201025021,4,秋田市,仁井田目長田三丁目,0,,,53,27,26,9,10,1,4,10,14
052010260,3,秋田市,御野場,0,,,2627,2129,1914,841,776,215,131,461,1361
05201026001,4,秋田市,御野場一丁目,0,,,100,65,58,25,24,7,6,27,42
05201026002,4,秋田市,御野場二丁目,0,,,173,141,126,59,48,15,11,24,124
05201026003,4,秋田市,御野場三丁目,0,,,128,110,98,47,40,12,4,17,94
05201026004,4,秋田市,御野場四丁目,0,,,157,136,116,52,49,20,9,33,91
05201026005,4,秋田市,御野場五丁目,0,,,249,213,189,98,63,24,9,40,171
05201026006,4,秋田市,御野場六丁目,0,,,196,159,143,63,54,16,8,34,133
05201026007,4,秋田市,御野場七丁目,0,,,344,216,213,54,71,3,18,88,122
05201026008,4,秋田市,御野場八丁目,0,,,103,85,73,28,35,12,11,23,57
05201026009,4,秋田市,御野場新町一丁目,0,,,365,313,288,130,127,25,14,51,130
05201026010,4,秋田市,御野場新町二丁目,0,,,288,249,219,107,96,30,15,44,139
05201026011,4,秋田市,御野場新町三丁目,0,,,172,149,131,55,61,18,9,27,85
05201026012,4,秋田市,御野場新町四丁目,0,,,150,120,108,55,43,12,5,17,76
05201026013,4,秋田市,御野場新町五丁目,0,,,202,173,152,68,65,21,12,36,97
052010270,3,秋田市,御所野,0,,,3132,2366,2172,761,1151,194,342,951,829
05201027001,4,秋田市,御所野下堤一丁目,1,,027002;027008,214,157,133,75,49,24,9,30,101
05201027002,4,秋田市,御所野下堤三丁目,2,027001,,X,X,X,X,X,X,X,X,X
05201027003,4,秋田市,御所野地蔵田一丁目,0,,,-,-,-,-,-,-,-,-,-
05201027004,4,秋田市,御所野元町一丁目,0,,,79,47,46,8,17,1,11,21,11
05201027005,4,秋田市,御所野元町五丁目,0,,,122,105,91,34,45,14,2,21,57
05201027006,4,秋田市,御所野湯本一丁目,0,,,-,-,-,-,-,-,-,-,-
05201027007,4,秋田市,御所野湯本二丁目,0,,,-,-,-,-,-,-,-,-,-
05201027008,4,秋田市,御所野下堤二丁目,2,027001,,X,X,X,X,X,X,X,X,X
05201027009,4,秋田市,御所野地蔵田二丁目,0,,,257,218,201,94,85,17,27,57,95
05201027010,4,秋田市,御所野地蔵田三丁目,0,,,-,-,-,-,-,-,-,-,-
05201027011,4,秋田市,御所野地蔵田四丁目,0,,,354,317,290,87,171,27,29,134,86
05201027012,4,秋田市,御所野元町二丁目,0,,,135,112,95,41,41,17,12,26,80
05201027013,4,秋田市,御所野元町四丁目,0,,,503,252,237,91,123,15,47,113,70
05201027014,4,秋田市,御所野元町六丁目,0,,,216,176,166,59,84,10,11,54,87
05201027015,4,秋田市,御所野元町七丁目,1,,027017,250,197,173,76,75,24,10,41,109
05201027016,4,秋田市,御所野湯本三丁目,0,,,-,-,-,-,-,-,-,-,-
05201027017,4,秋田市,御所野湯本四丁目,2,027015,,X,X,X,X,X,X,X,X,X
05201027018,4,秋田市,御所野湯本五丁目,0,,,-,-,-,-,-,-,-,-,-
05201027019,4,秋田市,御所野湯本六丁目,0,,,-,-,-,-,-,-,-,-,-
05201027020,4,秋田市,御所野元町三丁目,0,,,217,174,157,61,70,17,10,46,63
05201027021,4,秋田市,御所野下堤四丁目,0,,,-,-,-,-,-,-,-,-,-
05201027022,4,秋田市,御所野下堤五丁目,0,,,5,5,5,5,-,-,-,-,5
05201027023,4,秋田市,御所野地蔵田五丁目,0,,,320,294,279,52,193,15,39,201,42
05201027024,4,秋田市,御所野堤台二丁目,0,,,355,240,230,63,147,10,87,153,18
05201027025,4,秋田市,御所野堤台一丁目,0,,,105,72,69,15,51,3,48,54,5
05201027026,4,秋田市,御所野堤台三丁目,0,,,-,-,-,-,-,-,-,-,-
052010280,3,秋田市,八橋,0,,,4554,2599,2413,1054,1004,186,322,790,1559
05201028001,4,秋田市,八橋運動公園,0,,,-,-,-,-,-,-,-,-,-
05201028002,4,秋田市,八橋本町一丁目,0,,,81,38,34,19,14,4,5,12,26
05201028003,4,秋田市,八橋本町二丁目,0,,,186,112,103,49,40,9,6,26,71
05201028004,4,秋田市,八橋本町三丁目,0,,,475,227,209,94,87,18,31,75,134
05201028005,4,秋田市,八橋本町四丁目,0,,,402,206,191,89,72,15,30,52,134
05201028006,4,秋田市,八橋本町五丁目,0,,,174,97,92,42,40,5,14,24,63
05201028007,4,秋田市,八橋新川向,0,,,181,93,85,31,34,8,15,36,41
05201028008,4,秋田市,八橋三和町,0,,,417,245,236,101,103,9,36,75,131
05201028009,4,秋田市,八橋田五郎一丁目,0,,,279,167,153,68,59,14,15,42,100
05201028010,4,秋田市,八橋田五郎二丁目,0,,,163,98,93,44,38,5,18,32,50
05201028011,4,秋田市,八橋鯲沼町,0,,,237,147,137,50,71,10,16,47,87
05201028012,4,秋田市,八橋大沼町,0,,,333,180,160,64,77,20,28,75,123
05201028013,4,秋田市,八橋大畑一丁目,0,,,159,100,100,32,54,-,16,53,31
05201028014,4,秋田市,八橋大畑二丁目,0,,,443,264,245,117,84,19,20,68,161
05201028015,4,秋田市,八橋イサノ一丁目,0,,,258,169,156,60,81,13,23,65,92
05201028016,4,秋田市,八橋イサノ二丁目,0,,,279,184,174,80,58,10,20,48,104
05201028017,4,秋田市,八橋南一丁目,0,,,173,66,59,25,22,7,11,22,45
05201028018,4,秋田市,八橋南二丁目,0,,,70,46,44,21,13,2,4,8,29
05201028019,4,秋田市,八橋本町六丁目,0,,,144,76,66,33,19,10,4,7,88
05201028020,4,秋田市,八橋大道東,0,,,100,84,76,35,38,8,10,23,49
052010300,3,秋田市,楢山,0,,,308,201,181,61,58,20,28,64,145
05201030002,4,秋田市,楢山字太田沢,0,,,-,-,-,-,-,-,-,-,-
05201030003,4,秋田市,楢山字寺小路,0,,,19,15,14,9,4,1,1,1,14
05201030004,4,秋田市,楢山古川新町,0,,,98,75,66,17,16,9,15,31,47
05201030005,4,秋田市,楢山南新町上丁,0,,,62,41,35,11,14,6,4,10,32
05201030006,4,秋田市,楢山南新町下丁,0,,,129,70,66,24,24,4,8,22,52
05201030009,4,秋田市,楢山字石塚谷地,2,015007,,X,X,X,X,X,X,X,X,X
052010310,2,秋田市,川尻町,0,,,-,-,-,-,-,-,-,-,-
052010320,2,秋田市,牛島,0,,,-,-,-,-,-,-,-,-,-
052010330,3,秋田市,卸町,0,,,418,201,185,79,72,16,21,55,135
05201033001,4,秋田市,卸町一丁目,0,,,92,29,28,14,8,1,4,7,26
05201033002,4,秋田市,卸町二丁目,0,,,29,4,4,-,2,-,1,2,2
05201033003,4,秋田市,卸町三丁目,0,,,-,-,-,-,-,-,-,-,-
05201033004,4,秋田市,卸町四丁目,0,,,102,48,43,20,18,5,3,12,25
05201033005,4,秋田市,卸町五丁目,0,,,195,120,110,45,44,10,13,34,82
052010340,3,秋田市,八橋,0,,,20,4,4,3,-,-,-,1,5
05201034001,4,秋田市,八橋字イサノ,0,,,20,4,4,3,-,-,-,1,5
05201034003,4,秋田市,八橋字下八橋,0,,,-,-,-,-,-,-,-,-,-
052010350,3,秋田市,泉,0,,,146,47,41,13,19,6,10,21,21
05201035007,4,秋田市,泉字五庵山,0,,,9,8,5,2,3,3,1,4,4
05201035013,4,秋田市,泉字登木,0,,,137,39,36,11,16,3,9,17,17
05201035014,4,秋田市,泉字三嶽根,0,,,-,-,-,-,-,-,-,-,-
052010360,3,秋田市,手形,0,,,3200,1362,1229,510,495,133,134,375,1037
05201036001,4,秋田市,手形字扇田,0,,,250,87,77,32,35,10,12,26,71
05201036002,4,秋田市,手形字大沢,0,,,201,76,65,29,19,11,6,16,65
05201036003,4,秋田市,手形字大松沢,0,,,259,63,59,21,17,4,1,12,61
05201036004,4,秋田市,手形字才ノ浜,0,,,157,99,92,39,37,7,12,30,81
05201036005,4,秋田市,手形字十七流,0,,,525,273,240,96,102,33,23,79,201
05201036006,4,秋田市,手形字中台,0,,,138,106,95,42,40,11,6,24,92
05201036007,4,秋田市,手形字中谷地,0,,,254,84,78,29,32,6,7,25,55
05201036008,4,秋田市,手形字西谷地,0,,,640,267,241,105,91,26,29,63,211
05201036009,4,秋田市,手形字蛇野,0,,,181,57,49,21,21,8,2,15,59
05201036010,4,秋田市,手形字山崎,0,,,595,250,233,96,101,17,36,85,141
052010370,3,秋田市,新藤田,0,,,460,336,316,137,125,20,32,93,268
05201037001,4,秋田市,新藤田字大所,0,,,29,23,23,4,12,-,4,7,12
05201037002,4,秋田市,新藤田字治郎沢,0,,,86,64,59,33,19,5,2,10,60
05201037003,4,秋田市,新藤田字高梨台,0,,,247,175,166,64,66,9,21,62,140
05201037004,4,秋田市,新藤田字中山台,0,,,98,74,68,36,28,6,5,14,56
052010380,3,秋田市,濁川,0,,,765,556,500,242,198,56,40,127,448
05201038001,4,秋田市,濁川字家ノ前,0,,,148,115,101,46,46,14,8,33,88
05201038002,4,秋田市,濁川字井戸尻,0,,,28,21,20,8,8,1,-,3,18
05201038003,4,秋田市,濁川字後田,0,,,152,112,105,53,40,7,6,20,76
05201038004,4,秋田市,濁川字蟹子沢,0,,,33,19,16,10,3,3,1,1,20
05201038005,4,秋田市,濁川字鎌ノ沢,0,,,15,11,8,3,3,3,1,1,13
05201038006,4,秋田市,濁川字草刈場,0,,,42,24,21,13,6,3,3,5,25
05201038007,4,秋田市,濁川字口ノ田,0,,,14,2,2,-,2,-,-,1,2
05201038008,4,秋田市,濁川字菅場,0,,,57,50,43,22,18,7,4,17,29
05201038009,4,秋田市,濁川字堀尾田,0,,,204,148,134,66,51,14,14,34,134
05201038010,4,秋田市,濁川字三升作,0,,,72,54,50,21,21,4,3,12,43
05201038011,4,秋田市,濁川字森ノ越,0,,,-,-,-,-,-,-,-,-,-
052010390,3,秋田市,添川,0,,,758,578,509,192,243,69,44,158,393
05201039001,4,秋田市,添川字飛鳥田,1,,039002,18,15,15,5,6,-,2,4,10
05201039002,4,秋田市,添川字太田,2,039001,,X,X,X,X,X,X,X,X,X
05201039003,4,秋田市,添川字境内川原,0,,,272,190,170,70,78,20,18,44,163
05201039004,4,秋田市,添川字添川,0,,,51,37,29,11,13,8,1,6,38
05201039005,4,秋田市,添川字地ノ内,0,,,355,294,264,87,141,30,21,101,132
05201039006,4,秋田市,添川字鶴木台,0,,,6,2,2,2,-,-,-,-,3
05201039007,4,秋田市,添川字長田,0,,,8,6,5,3,2,1,-,1,6
05201039008,4,秋田市,添川字湯沢,1,,039009,26,22,14,8,2,8,2,2,21
05201039009,4,秋田市,添川字湯沢台,2,039008,,X,X,X,X,X,X,X,X,X
05201039010,4,秋田市,添川字蓬田,0,,,22,12,10,6,1,2,-,-,20
05201039011,4,秋田市,添川字東台沢,0,,,-,-,-,-,-,-,-,-,-
05201039012,4,秋田市,添川字古城廻,0,,,-,-,-,-,-,-,-,-,-
052010400,3,秋田市,広面,0,,,7164,3495,3146,1284,1358,349,456,1087,2383
05201040001,4,秋田市,広面字赤沼,0,,,112,48,35,15,17,13,2,11,48
05201040002,4,秋田市,広面字家ノ下,0,,,463,160,140,63,56,20,14,38,133
05201040003,4,秋田市,広面字碇,0,,,191,118,102,32,51,16,20,43,68
